,not_matched
2879,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3sccc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)ccc2-c2ccc(-c3sccc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)cc21
2880,Cc1nc2c(-c3cccc(-c4ccc(F)c5ccccc45)c3)c3nsnc3c(-c3cccc(-c4ccc(F)c5ccccc45)c3)c2nc1C
2881,c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc(-c2cccc3cccc(-c4cccc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)c4)c23)c1
2882,CS(=O)(=O)c1cncc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2cccc3cccc(-c4c(-c5cncc(S(C)(=O)=O)c5)cccc4-n4c5ccccc5c5ccccc54)c23)c1
2883,CC(C)(C)OC(=O)n1ccc2cc(-c3ncccc3-c3cc(F)c(-c4cccnc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)cc3F)ccc21
2884,Fc1cccc(-c2ccc3c(ccn3-c3cnccn3)c2)c1-c1cnc2nc(-c3c(F)cccc3-c3ccc4c(ccn4-c4cnccn4)c3)ccc2c1
2885,Fc1cc(-c2ccsc2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3sccc3-c3ccnc(F)c3)cc2-n2c3ccccc3c3ccccc32)ccn1
2886,[O-]P(=O)([O-])[O-].[K+].[K+].[K+]
2887,CS(=O)(=O)c1cncc(-c2cc(-c3ccc(-c4cc(-c5cncc(S(C)(=O)=O)c5)cc(C(F)(F)F)c4)o3)cc(C(F)(F)F)c2)c1
2888,c1coc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2ccc(-c3c(-c4ccco4)cccc3-n3c4ccccc4c4ccccc43)nc2)c1
2889,Fc1c(F)c(-c2ccc(-c3nccs3)s2)c2nsnc2c1-c1ccc(-c2nccs2)s1
2890,c1cc2cc(-c3ccc4oc(-c5ccc6nc7ccc(-c8cc9cc(-c%10ccc%11[nH]ccc%11c%10)ccc9o8)cc7nc6c5)cc4c3)ccc2[nH]1
2891,FC(F)(F)c1cc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cc(-c5nccs5)cc(C(F)(F)F)c4)ccc2-3)cc(-c2nccs2)c1
2892,Fc1c(-c2ccccc2Oc2ccccc2-c2cccc(-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)c2F)cccc1-c1ccc(-n2c3ccccc3c3ccccc32)c2ccccc12
2893,c1cc(-c2ccc3oc(-c4cccc(-c5nccs5)c4)cc3c2)cc(-c2nccs2)c1
2894,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc3oc(-c4ccc5nc6ccc(-c7cc8cc(-c9cc(-n%10c%11ccccc%11c%11ccccc%11%10)cc(-n%10c%11ccccc%11c%11ccccc%11%10)c9)ccc8o7)cc6nc5c4)cc3c2)cc(-n2c3ccccc3c3ccccc32)c1
2895,FC(F)(F)c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)cc(C(F)(F)F)c4)ccc2-3)c1
2896,Clc1ccc(Cl)c(-c2cccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5cccc(-c6cc(Cl)ccc6Cl)c5-n5c6ccccc6c6ccccc65)ccc3-4)c2-n2c3ccccc3c3ccccc32)c1
2897,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccnc3-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)ccc2-c2ccc(-c3cccnc3-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc21
2898,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(-c4ccc5[nH]ccc5c4)cnn3C)ccc2-c2ccc(-c3c(-c4ccc5[nH]ccc5c4)cnn3C)cc21
2899,Fc1c(-c2cc(Cl)ccc2Cl)cccc1-c1ccccc1Oc1ccccc1-c1cccc(-c2cc(Cl)ccc2Cl)c1F
2900,C[Si](C)(c1ccccc1-c1ccc(-c2ccco2)cc1)c1ccccc1-c1ccc(-c2ccco2)cc1
2901,CC(C)(C)OC(=O)n1ccc2cc(-c3ncccc3-c3cc(Cl)c(-c4cccnc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)s3)ccc21
2902,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cc(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5F)c(Cl)cc4Cl)c3F)ccc21
2903,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cccc5cccc(-c6cccc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)c6)c45)c3)ccc21
2904,CSc1cncc(-c2ccsc2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4sccc4-c4cncc(SC)c4)ccc2-3)c1
2905,Fc1c(F)c(-c2cc(-c3ccc(F)c4ccccc34)cc(C(F)(F)F)c2)c2nsnc2c1-c1cc(-c2ccc(F)c3ccccc23)cc(C(F)(F)F)c1
2906,Clc1cc(-c2c(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cccc2-n2c3ccccc3c3ccccc32)sc1-c1c(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cccc1-n1c2ccccc2c2ccccc21
2907,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cc(Cl)c(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5F)s4)c3F)ccc21
2908,c1coc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2cc(-c3c(-c4ccco4)cccc3-n3c4ccccc4c4ccccc43)c3ccccc3c2)c1
2909,CSc1cncc(-c2cccc(-c3ccc4oc(-c5cccc(-c6cncc(SC)c6)c5F)cc4c3)c2F)c1
2910,c1cc2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7[nH]ccc7c6)cc5)nc4)cc3)ccc2[nH]1
2911,CC(C)(C)c1ccc2c(-c3c(-c4ccc5c(ccn5-c5cnccn5)c4)cccc3-n3c4ccccc4c4ccccc43)c3ccccc3c(-c3c(-c4ccc5c(ccn5-c5cnccn5)c4)cccc3-n3c4ccccc4c4ccccc43)c2c1
2912,CSc1cncc(-c2cccc(-c3ccc(-c4cccc(-c5cncc(SC)c5)c4)o3)c2)c1
2913,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3ccc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)s3)ccc2-c2ccc(-c3ccc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)s3)cc21
2914,c1coc(-c2ncccc2-c2ccc(-c3cccnc3-c3ccco3)o2)c1
2915,CSc1cncc(-c2ccsc2-c2ccc(-c3sccc3-c3cncc(SC)c3)o2)c1
2916,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3ccc(-c4ccc5[nH]ccc5c4)cc3)ccc2-c2ccc(-c3ccc(-c4ccc5[nH]ccc5c4)cc3)cc21
2917,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4cc(F)cc(F)c4)c3F)ccc2-c2ccc(-c3cccc(-c4cc(F)cc(F)c4)c3F)cc21
2918,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccc5oc(-c6cccc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)c6F)cc5c4)c3F)ccc21
2919,Cn1ncc(-c2cc(Cl)ccc2Cl)c1-c1cnc2nc(-c3c(-c4cc(Cl)ccc4Cl)cnn3C)ccc2c1
2920,CC(C)(C)OC(=O)n1ccc2cc(-c3ccccc3-c3cc(Cl)c(-c4ccccc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)s3)ccc21
2921,CC(C)(C)c1ccc2c(-c3cccc(-c4cc(Cl)ccc4Cl)c3)c3ccccc3c(-c3cccc(-c4cc(Cl)ccc4Cl)c3)c2c1
2922,Fc1cc(-c2ccc3oc(-c4cc(-c5cc6cc(-c7ccnc(F)c7)ccc6o5)c(Cl)cc4Cl)cc3c2)ccn1
2923,c1cc(-c2nccs2)cc(-c2ccccc2Oc2ccccc2-c2cccc(-c3nccs3)c2)c1
2924,CC(C)(C)OC(=O)n1ccc2cc(-c3cc(-c4cc(-c5cc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc(C(F)(F)F)c5)c5ccccc5c4)cc(C(F)(F)F)c3)ccc21
2925,c1cnc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c(-c2ccc(-c3cccnc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)o2)c1
2926,Cn1ncc(-c2cc(Cl)ccc2Cl)c1-c1cc(-c2c(-c3cc(Cl)ccc3Cl)cnn2C)c(Cl)cc1Cl
2927,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3ccc(-c4ccc5[nH]ccc5c4)s3)ccc2-c2ccc(-c3ccc(-c4ccc5[nH]ccc5c4)s3)cc21
2928,Fc1c(-c2cnc3nc(-c4cccc(-c5ccc6c(ccn6-c6cnccn6)c5)c4F)ccc3c2)cccc1-c1ccc2c(ccn2-c2cnccn2)c1
2929,c1cnc(-c2ccc3ncccc3c2)c(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cccnc3-c3ccc4ncccc4c3)cc2-n2c3ccccc3c3ccccc32)c1
2930,CSc1cncc(-c2cc(-c3cnc4nc(-c5cc(-c6cncc(SC)c6)cc(C(F)(F)F)c5)ccc4c3)cc(C(F)(F)F)c2)c1
2931,C[Si](C)(c1ccc(-c2ccc(-c3ccc4c(ccn4-c4cnccn4)c3)cc2)cc1)c1ccc(-c2ccc(-c3ccc4c(ccn4-c4cnccn4)c3)cc2)cc1
2932,Fc1c(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cccc1-c1ccccc1Oc1ccccc1-c1cccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1F
2933,CSc1cncc(-c2ncccc2-c2cc(Cl)c(-c3cccnc3-c3cncc(SC)c3)s2)c1
2934,C[Si](C)(c1ccc(-c2ccc(-c3nccs3)cc2)cc1)c1ccc(-c2ccc(-c3nccs3)cc2)cc1
2935,c1cc(-c2cnc3nc(-c4cccc(-c5ccco5)c4)ccc3c2)cc(-c2ccco2)c1
2936,Cn1ncc(-c2ccnc(F)c2)c1-c1ccccc1Oc1ccccc1-c1c(-c2ccnc(F)c2)cnn1C
2937,C[Si](C)(c1ccc(-c2cc(-c3ccc(F)c4ccccc34)cc(C(F)(F)F)c2)cc1)c1ccc(-c2cc(-c3ccc(F)c4ccccc34)cc(C(F)(F)F)c2)cc1
2938,Fc1cc(-c2ccccc2-c2cc(Cl)c(-c3ccccc3-c3ccnc(F)c3)s2)ccn1
2939,CS(=O)(=O)c1cncc(-c2cc(-c3ccccc3Oc3ccccc3-c3cc(-c4cncc(S(C)(=O)=O)c4)cc(C(F)(F)F)c3)cc(C(F)(F)F)c2)c1
2940,C[Si](C)(c1ccc(-c2ccccc2-c2cncc(S(C)(=O)=O)c2)cc1)c1ccc(-c2ccccc2-c2cncc(S(C)(=O)=O)c2)cc1
2941,CC(C)(C)c1ccc2c(-c3cccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c3F)c3ccccc3c(-c3cccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c3F)c2c1
2942,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4ccc5nc6ccc(-c7ccc(-c8ccc9c(ccn9C(=O)OC(C)(C)C)c8)s7)cc6nc5c4)s3)ccc21
2943,c1coc(-c2cccc(-c3ccc(-c4cccc(-c5ccco5)c4-n4c5ccccc5c5ccccc54)nc3)c2-n2c3ccccc3c3ccccc32)c1
2944,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4c(F)c(F)c(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5)c5nsnc45)c3)ccc21
2945,CC(C)(C)c1ccc2c(-c3ccccc3-c3ccco3)c3ccccc3c(-c3ccccc3-c3ccco3)c2c1
2946,Cn1ncc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c1-c1cc(-c2c(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cnn2C)c(Cl)cc1Cl
2947,Fc1c(F)c(-c2cccc(-c3ccc4c(ccn4-c4cnccn4)c3)c2)c2nsnc2c1-c1cccc(-c2ccc3c(ccn3-c3cnccn3)c2)c1
2948,C[Si](C)(c1ccc(-c2cccnc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc1)c1ccc(-c2cccnc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc1
2949,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc4oc(-c5ccc(-c6cc7cc(-c8ccc9c(ccn9C(=O)OC(C)(C)C)c8)ccc7o6)nc5)cc4c3)ccc21
2950,c1coc(-c2ccsc2-c2ccc3nc4ccc(-c5sccc5-c5ccco5)cc4nc3c2)c1
2951,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-n4c5ccccc5c5ccccc54)c3-c3ccc(-c4c(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)cccc4-n4c5ccccc5c5ccccc54)o3)ccc21
2952,Clc1cc(-c2cc3cc(-c4ccc5c(ccn5-c5cnccn5)c4)ccc3o2)sc1-c1cc2cc(-c3ccc4c(ccn4-c4cnccn4)c3)ccc2o1
2953,c1ccc(-c2cccc(-c3nccs3)c2-n2c3ccccc3c3ccccc32)c(Oc2ccccc2-c2cccc(-c3nccs3)c2-n2c3ccccc3c3ccccc32)c1
2954,Fc1cc(F)cc(-c2cccc(-c3cc(Cl)c(-c4cccc(-c5cc(F)cc(F)c5)c4-n4c5ccccc5c5ccccc54)s3)c2-n2c3ccccc3c3ccccc32)c1
2955,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4cncc(SC)c4)c3)ccc2-c2ccc(-c3cccc(-c4cncc(SC)c4)c3)cc21
2956,Fc1c(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cccc1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2cccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c2F)cc1-n1c2ccccc2c2ccccc21
2957,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3cccc4cccc(-c5c(F)cccc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)c34)ccc21
2958,CC(C)(C)c1ccc2c(-c3cccc(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)c3)c3ccccc3c(-c3cccc(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)c3)c2c1
2959,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(F)cccc3-c3ccnc(F)c3)ccc2-c2ccc(-c3c(F)cccc3-c3ccnc(F)c3)cc21
2960,c1coc(-c2ccsc2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4sccc4-c4ccco4)ccc2-3)c1
2961,CS(=O)(=O)c1cncc(-c2cccc(-c3ccccc3Oc3ccccc3-c3cccc(-c4cncc(S(C)(=O)=O)c4)c3F)c2F)c1
2962,Cc1nc2c(-c3sccc3-c3ccco3)c3nsnc3c(-c3sccc3-c3ccco3)c2nc1C
2963,c1coc(-c2ccccc2-c2ccc(-c3ccccc3-c3ccco3)nc2)c1
2964,Clc1ccc(Cl)c(-c2ccccc2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4ccccc4-c4cc(Cl)ccc4Cl)ccc2-3)c1
2965,Cc1nc2c(-c3c(-c4ccc5[nH]ccc5c4)cnn3C)c3nsnc3c(-c3c(-c4ccc5[nH]ccc5c4)cnn3C)c2nc1C
2966,Fc1cc(F)cc(-c2cccc(-c3cc(F)c(-c4cccc(-c5cc(F)cc(F)c5)c4)cc3F)c2)c1
2967,FC(F)(F)c1cc(-c2ccc(-c3cc(-c4ccco4)cc(C(F)(F)F)c3)nc2)cc(-c2ccco2)c1
2968,Fc1cccc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2c(F)cccc2-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc1-n1c2ccccc2c2ccccc21
2969,C[Si](C)(c1ccc(-c2cccc(-c3cncc(S(C)(=O)=O)c3)c2)cc1)c1ccc(-c2cccc(-c3cncc(S(C)(=O)=O)c3)c2)cc1
2970,CSc1cncc(-c2cccc(-c3ccc4oc(-c5cccc(-c6cncc(SC)c6)c5)cc4c3)c2)c1
2971,Clc1cc(Cl)c(-c2c(-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)cccc2-n2c3ccccc3c3ccccc32)cc1-c1c(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)cccc1-n1c2ccccc2c2ccccc21
2972,CSc1cncc(-c2ccsc2-c2ccc(-c3sccc3-c3cncc(SC)c3)nc2)c1
2973,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4c(F)c(F)c(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5F)c5nsnc45)c3F)ccc21
2974,C[Si](C)(c1ccccc1-c1cc(-c2cc(Cl)ccc2Cl)cc(C(F)(F)F)c1)c1ccccc1-c1cc(-c2cc(Cl)ccc2Cl)cc(C(F)(F)F)c1
2975,Fc1ccc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2cc(-c3c(-c4ccc(F)c5ccccc45)cccc3-n3c4ccccc4c4ccccc43)c(Cl)cc2Cl)c2ccccc12
2976,c1csc(-c2ccc(-c3ccc4oc(-c5ccc(-c6nccs6)s5)cc4c3)s2)n1
2977,c1coc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2ccccc2Oc2ccccc2-c2c(-c3ccco3)cccc2-n2c3ccccc3c3ccccc32)c1
2978,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3cc4cc(-c5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)ccc4o3)ccc2-c2ccc(-c3cc4cc(-c5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)ccc4o3)cc21
2979,Fc1cc(F)cc(-c2ncccc2-c2cc(-c3cccnc3-c3cc(F)cc(F)c3)c3ccccc3c2)c1
2980,Fc1c(F)c(-c2ccc(-c3ccc(F)c4ccccc34)s2)c2nsnc2c1-c1ccc(-c2ccc(F)c3ccccc23)s1
2981,c1ccc(-c2ccc3c(ccn3-c3cnccn3)c2)c(-c2cnc3nc(-c4ccccc4-c4ccc5c(ccn5-c5cnccn5)c4)ccc3c2)c1
2982,Cn1ncc(-c2nccs2)c1-c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(-c3c(-c4nccs4)cnn3C)ccc1-2
2983,c1cc(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)s2)c2c(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)s3)cccc2c1
2984,Cc1nc2c(-c3cccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c3)c3nsnc3c(-c3cccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c3)c2nc1C
2985,CC(C)(C)OC(=O)n1ccc2cc(-c3ccccc3-c3cc(F)c(-c4ccccc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)cc3F)ccc21
2986,Fc1cc(-c2ccccc2-c2ccc(F)c3ccccc23)c(F)cc1-c1ccccc1-c1ccc(F)c2ccccc12
2987,Cc1nc2c(-c3cc4cc(-c5cc(Cl)ccc5Cl)ccc4o3)c3nsnc3c(-c3cc4cc(-c5cc(Cl)ccc5Cl)ccc4o3)c2nc1C
2988,Fc1cc(-c2ncccc2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cccnc4-c4ccnc(F)c4)ccc2-3)ccn1
2989,Fc1cc(-c2ccsc2-c2cc(-c3sccc3-c3ccnc(F)c3)c3ccccc3c2)ccn1
2990,Fc1c(-c2cc(-c3cccc(-c4ccc(F)c5ccccc45)c3F)c(Cl)cc2Cl)cccc1-c1ccc(F)c2ccccc12
2991,Cc1nc2c(-c3cc(-c4cc(Cl)ccc4Cl)cc(C(F)(F)F)c3)c3nsnc3c(-c3cc(-c4cc(Cl)ccc4Cl)cc(C(F)(F)F)c3)c2nc1C
2992,c1coc(-c2cccc(-c3ccc(-c4cccc(-c5ccco5)c4-n4c5ccccc5c5ccccc54)o3)c2-n2c3ccccc3c3ccccc32)c1
2993,Fc1cc(-c2cc(-c3cc(F)c(-c4cc(-c5ccnc(F)c5)cc(C(F)(F)F)c4)cc3F)cc(C(F)(F)F)c2)ccn1
2994,Fc1cccc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c1-c1c(F)c(F)c(-c2c(F)cccc2-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c2nsnc12
2995,Fc1cc(-c2ccc3oc(-c4cc(-n5c6ccccc6c6ccccc65)c(-c5cc6cc(-c7ccnc(F)c7)ccc6o5)cc4-n4c5ccccc5c5ccccc54)cc3c2)ccn1
2996,C[Si](C)(c1ccc(-c2cccc(-c3ccco3)c2)cc1)c1ccc(-c2cccc(-c3ccco3)c2)cc1
2997,Cn1ncc(-c2cc(Cl)ccc2Cl)c1-c1ccc([Si](C)(C)c2ccc(-c3c(-c4cc(Cl)ccc4Cl)cnn3C)cc2)cc1
2998,Clc1cc(-c2ccccc2-c2ccc3c(ccn3-c3cnccn3)c2)sc1-c1ccccc1-c1ccc2c(ccn2-c2cnccn2)c1
2999,C[Si](C)(c1ccccc1-c1cccc(-c2ccc3[nH]ccc3c2)c1-n1c2ccccc2c2ccccc21)c1ccccc1-c1cccc(-c2ccc3[nH]ccc3c2)c1-n1c2ccccc2c2ccccc21
3000,CS(=O)(=O)c1cncc(-c2ccsc2-c2ccc3nc4ccc(-c5sccc5-c5cncc(S(C)(=O)=O)c5)cc4nc3c2)c1
3001,Fc1cccc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c1-c1ccccc1Oc1ccccc1-c1c(F)cccc1-c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1
3002,CSc1cncc(-c2ccccc2-c2c(F)c(F)c(-c3ccccc3-c3cncc(SC)c3)c3nsnc23)c1
3003,Cc1nc2c(-c3cccc(-c4cc(F)cc(F)c4)c3)c3nsnc3c(-c3cccc(-c4cc(F)cc(F)c4)c3)c2nc1C
3004,CS(=O)(=O)c1cncc(-c2ccccc2-c2ccc3oc(-c4ccccc4-c4cncc(S(C)(=O)=O)c4)cc3c2)c1
3005,CSc1cncc(-c2ccccc2-c2ccc3nc4ccc(-c5ccccc5-c5cncc(SC)c5)cc4nc3c2)c1
3006,Clc1cc(-c2ccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)s2)sc1-c1ccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)s1
3007,c1coc(-c2ccc3oc(-c4ccc5c(c4)C4(c6ccccc6-c6ccccc64)c4cc(-c6cc7cc(-c8ccco8)ccc7o6)ccc4-5)cc3c2)c1
3008,Fc1c(F)c(-c2ccccc2-c2cc(Cl)ccc2Cl)c2nsnc2c1-c1ccccc1-c1cc(Cl)ccc1Cl
3009,Cn1ncc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c1-c1cc(Cl)c(-c2c(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cnn2C)s1
3010,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(-c4ccc5[nH]ccc5c4)s3)ccc2-c2ccc(-c3ccc(-c4ccc5[nH]ccc5c4)s3)cc21
3011,Fc1ccc(-c2ncccc2-c2ccc3oc(-c4cccnc4-c4ccc(F)c5ccccc45)cc3c2)c2ccccc12
3012,FC(F)(F)c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc(-c2cc(-c3cc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cc(C(F)(F)F)c3)c(Cl)cc2Cl)c1
3013,Fc1ccc(-c2cccc(-c3cc(Cl)c(-c4cccc(-c5ccc(F)c6ccccc56)c4-n4c5ccccc5c5ccccc54)s3)c2-n2c3ccccc3c3ccccc32)c2ccccc12
3014,CSc1cncc(-c2ccc(-c3cc(-c4ccc(-c5cncc(SC)c5)cc4)c(Cl)cc3Cl)cc2)c1
3015,CSc1cncc(-c2cccc(-c3ccccc3Oc3ccccc3-c3cccc(-c4cncc(SC)c4)c3-n3c4ccccc4c4ccccc43)c2-n2c3ccccc3c3ccccc32)c1
3016,Fc1cc(-c2ncccc2-c2cc(-c3cccnc3-c3ccnc(F)c3)c3ccccc3c2)ccn1
3017,Cn1ncc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c1-c1ccc(-c2c(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cnn2C)o1
3018,CSc1cncc(-c2cccc(-c3cc(-c4cccc(-c5cncc(SC)c5)c4)c4ccccc4c3)c2)c1
3019,C[Si](C)(c1ccc(-c2sccc2-c2cncc(S(C)(=O)=O)c2)cc1)c1ccc(-c2sccc2-c2cncc(S(C)(=O)=O)c2)cc1
3020,C[Si](C)(c1ccccc1-c1cc2cc(-c3ccco3)ccc2o1)c1ccccc1-c1cc2cc(-c3ccco3)ccc2o1
3021,Fc1cc(F)cc(-c2cccc(-c3ccccc3Oc3ccccc3-c3cccc(-c4cc(F)cc(F)c4)c3)c2)c1
3022,Fc1ccc(-c2cccc(-c3ccc4nc5ccc(-c6cccc(-c7ccc(F)c8ccccc78)c6)cc5nc4c3)c2)c2ccccc12
3023,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(F)cccc3-c3cncc(SC)c3)ccc2-c2ccc(-c3c(F)cccc3-c3cncc(SC)c3)cc21
3024,Fc1cc(-c2cccc(-c3cc(Cl)ccc3Cl)c2)c(F)cc1-c1cccc(-c2cc(Cl)ccc2Cl)c1
3025,CSc1cncc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2ccc3oc(-c4c(-c5cncc(SC)c5)cccc4-n4c5ccccc5c5ccccc54)cc3c2)c1
3026,Cn1ncc(-c2ccnc(F)c2)c1-c1c(F)c(F)c(-c2c(-c3ccnc(F)c3)cnn2C)c2nsnc12
3027,c1ccc2c(-c3ccc(-c4ccc5c(ccn5-c5cnccn5)c4)s3)cc(-c3ccc(-c4ccc5c(ccn5-c5cnccn5)c4)s3)cc2c1
3028,Fc1cc(F)cc(-c2cccc(-c3cc(-c4cccc(-c5cc(F)cc(F)c5)c4F)c4ccccc4c3)c2F)c1
3029,Clc1ccc(Cl)c(-c2ccc(-c3cnc4nc(-c5ccc(-c6cc(Cl)ccc6Cl)cc5)ccc4c3)cc2)c1
3030,Fc1cc(-c2cccc(-c3cc(F)c(-c4cccc(-c5ccnc(F)c5)c4-n4c5ccccc5c5ccccc54)cc3F)c2-n2c3ccccc3c3ccccc32)ccn1
3031,CSc1cncc(-c2cccc(-c3ccccc3[Si](C)(C)c3ccccc3-c3cccc(-c4cncc(SC)c4)c3)c2)c1
